host,ip,port
212.111.83.8,212.111.83.8,80
212.172.3.230:8000,212.172.3.230,8000
212.186.56.86:8000,212.186.56.86,8000
212.193.31.143:8188,212.193.31.143,8188
212.32.243.87:8188,212.32.243.87,8188
212.47.232.113:8080,212.47.232.113,8080
212.64.89.139:8188,212.64.89.139,8188
212.85.249.168:8189,212.85.249.168,8189
212.85.249.172:8188,212.85.249.172,8188
212.85.249.247:8188,212.85.249.247,8188
213.199.41.204:8188,213.199.41.204,8188
213.199.51.8:8188,213.199.51.8,8188
213.32.22.43:8188,213.32.22.43,8188
216.153.60.50:27017,216.153.60.50,27017
216.181.120.100:8188,216.181.120.100,8188
216.236.40.195:8188,216.236.40.195,8188
216.252.81.204:8188,216.252.81.204,8188
216.81.245.222:8188,216.81.245.222,8188
216.81.245.78:8188,216.81.245.78,8188
216.81.248.105:8188,216.81.248.105,8188
216.81.248.135:8188,216.81.248.135,8188
216.81.248.138:8188,216.81.248.138,8188
216.81.248.139:8188,216.81.248.139,8188
216.81.248.142:8188,216.81.248.142,8188
216.81.248.79:8188,216.81.248.79,8188
216.99.19.19:8188,216.99.19.19,8188
217.119.193.25:5001,217.119.193.25,5001
217.144.163.180:1503,217.144.163.180,1503
217.180.211.153:8080,217.180.211.153,8080
217.198.112.175:8188,217.198.112.175,8188
217.63.32.233:8188,217.63.32.233,8188
218.103.173.111:8000,218.103.173.111,8000
218.148.222.67:8188,218.148.222.67,8188
218.152.127.93:8188,218.152.127.93,8188
218.154.210.176:18852,218.154.210.176,18852
218.154.32.228:8188,218.154.32.228,8188
218.201.19.99:8188,218.201.19.99,8188
218.201.86.227:8188,218.201.86.227,8188
218.206.54.92:8000,218.206.54.92,8000
218.244.143.103:9090,218.244.143.103,9090
218.25.40.66:8188,218.25.40.66,8188
218.25.40.66:8189,218.25.40.66,8189
218.250.111.223:8000,218.250.111.223,8000
218.250.203.198:8000,218.250.203.198,8000
218.250.217.99:8000,218.250.217.99,8000
218.250.248.169:8000,218.250.248.169,8000
218.250.248.56:8000,218.250.248.56,8000
218.28.117.78:8188,218.28.117.78,8188
219.135.171.31:8188,219.135.171.31,8188
219.135.177.98:8188,219.135.177.98,8188
219.137.5.212:8188,219.137.5.212,8188
219.140.160.229:8333,219.140.160.229,8333
219.146.211.51:10001,219.146.211.51,10001
219.255.72.235:8188,219.255.72.235,8188
219.77.11.34:8000,219.77.11.34,8000
219.78.140.92:8188,219.78.140.92,8188
219.78.162.103:8000,219.78.162.103,8000
220.117.140.31:8188,220.117.140.31,8188
220.117.211.140:8188,220.117.211.140,8188
220.128.158.177:8188,220.128.158.177,8188
220.136.154.202:8188,220.136.154.202,8188
220.136.164.237:8188,220.136.164.237,8188
220.143.215.207:8000,220.143.215.207,8000
220.189.154.150:8010,220.189.154.150,8010
220.190.10.201:8188,220.190.10.201,8188
220.190.178.38:8188,220.190.178.38,8188
220.196.217.88:8188,220.196.217.88,8188
220.202.33.50:8188,220.202.33.50,8188
220.250.37.147:8188,220.250.37.147,8188
220.250.37.174:8188,220.250.37.174,8188
220.70.6.210:8188,220.70.6.210,8188
220.74.54.115:8188,220.74.54.115,8188
220.86.73.231:2443,220.86.73.231,2443
220.90.157.131:8000,220.90.157.131,8000
221.105.220.150:8188,221.105.220.150,8188
221.146.196.148:8188,221.146.196.148,8188
221.146.235.72:8188,221.146.235.72,8188
221.146.95.120:8188,221.146.95.120,8188
221.155.193.72:8188,221.155.193.72,8188
221.155.195.42:8189,221.155.195.42,8189
221.160.220.121:8188,221.160.220.121,8188
221.179.61.75:8188,221.179.61.75,8188
221.194.179.129:8188,221.194.179.129,8188
221.196.62.224:8188,221.196.62.224,8188
221.219.98.170:8000,221.219.98.170,8000
221.219.99.125:8188,221.219.99.125,8188
221.222.190.12:8000,221.222.190.12,8000
221.226.171.76:8188,221.226.171.76,8188
221.226.215.66:8188,221.226.215.66,8188
221.226.232.9:8188,221.226.232.9,8188
221.226.232.9:8388,221.226.232.9,8388
221.231.122.178:8188,221.231.122.178,8188
221.237.224.92:8088,221.237.224.92,8088
222.101.94.225:8188,222.101.94.225,8188
222.109.124.51:8188,222.109.124.51,8188
222.120.199.135:8001,222.120.199.135,8001
222.128.126.48:8188,222.128.126.48,8188
222.128.18.217:8188,222.128.18.217,8188
222.137.79.27:8899,222.137.79.27,8899
222.173.120.195:8188,222.173.120.195,8188
222.175.124.42:55555,222.175.124.42,55555
222.175.124.42:7001,222.175.124.42,7001
222.175.124.42:7002,222.175.124.42,7002
222.175.124.42:7003,222.175.124.42,7003
222.175.124.42:7777,222.175.124.42,7777
222.175.124.42:9999,222.175.124.42,9999
222.186.161.122:8188,222.186.161.122,8188
222.186.161.122:8388,222.186.161.122,8388
222.209.84.71:8000,222.209.84.71,8000
222.211.217.22:8188,222.211.217.22,8188
222.212.73.62:8188,222.212.73.62,8188
222.242.200.20:8188,222.242.200.20,8188
222.247.56.83:8188,222.247.56.83,8188
222.71.33.117:8188,222.71.33.117,8188
222.85.38.101:8188,222.85.38.101,8188
222.88.152.130:8188,222.88.152.130,8188
222.98.121.221:8000,222.98.121.221,8000
222.99.165.132:8188,222.99.165.132,8188
223.108.76.226:8188,223.108.76.226,8188
223.122.155.93:8000,223.122.155.93,8000
223.130.155.133:8188,223.130.155.133,8188
223.166.31.82:9006,223.166.31.82,9006
223.166.74.111:8188,223.166.74.111,8188
223.17.219.182:8188,223.17.219.182,8188
223.171.67.64:8188,223.171.67.64,8188
223.18.32.99:8188,223.18.32.99,8188
223.19.13.170:8000,223.19.13.170,8000
223.72.19.36:4028,223.72.19.36,4028
223.72.238.226:8188,223.72.238.226,8188
223.76.184.188:8188,223.76.184.188,8188
223.76.232.83:8188,223.76.232.83,8188
223.76.243.245:8188,223.76.243.245,8188
223.99.170.187:8188,223.99.170.187,8188
23.114.55.5:8188,23.114.55.5,8188
23.118.54.156:8188,23.118.54.156,8188
23.141.172.189:8188,23.141.172.189,8188
23.227.196.104:8188,23.227.196.104,8188
23.233.76.208:8000,23.233.76.208,8000
23.248.226.250:8188,23.248.226.250,8188
23.248.226.251:8188,23.248.226.251,8188
23.248.226.252:8188,23.248.226.252,8188
23.248.226.253:8188,23.248.226.253,8188
23.248.226.254:8188,23.248.226.254,8188
24.144.74.206:8180,24.144.74.206,8180
24.144.74.206:8181,24.144.74.206,8181
24.147.1.98:8188,24.147.1.98,8188
24.205.107.238:8188,24.205.107.238,8188
24.214.155.117:8188,24.214.155.117,8188
24.247.197.218:8188,24.247.197.218,8188
24.27.72.182:8188,24.27.72.182,8188
24.8.51.23:8188,24.8.51.23,8188
27.12.120.20:8189,27.12.120.20,8189
27.152.167.226:9008,27.152.167.226,9008
27.156.101.223:8188,27.156.101.223,8188
27.188.58.87:8188,27.188.58.87,8188
27.19.39.132:8194,27.19.39.132,8194
27.19.39.133:8194,27.19.39.133,8194
27.191.42.106:8888,27.191.42.106,8888
27.191.43.195:8888,27.191.43.195,8888
3.213.59.150,3.213.59.150,80
3.220.213.81,3.220.213.81,80
3.239.114.163:6006,3.239.114.163,6006
3.87.93.84,3.87.93.84,80
31.150.181.82:8188,31.150.181.82,8188
31.150.207.191:8188,31.150.207.191,8188
31.16.105.23:8000,31.16.105.23,8000
31.163.192.193:8000,31.163.192.193,8000
31.192.187.2:8188,31.192.187.2,8188
31.20.30.190:8188,31.20.30.190,8188
31.22.104.128:8188,31.22.104.128,8188
31.22.104.180:8080,31.22.104.180,8080
31.22.104.235:8080,31.22.104.235,8080
31.22.104.58:8188,31.22.104.58,8188
31.22.104.96:8188,31.22.104.96,8188
31.223.81.99:5000,31.223.81.99,5000
34.10.135.237:8188,34.10.135.237,8188
34.101.150.210:8188,34.101.150.210,8188
34.118.61.66:8188,34.118.61.66,8188
34.124.170.218:8080,34.124.170.218,8080
34.125.247.76:8188,34.125.247.76,8188
34.126.132.161:8188,34.126.132.161,8188
34.132.139.73:8188,34.132.139.73,8188
34.132.97.137:8188,34.132.97.137,8188
34.133.247.124:8188,34.133.247.124,8188
34.134.125.219:8188,34.134.125.219,8188
34.138.0.146:8188,34.138.0.146,8188
34.14.206.197:8188,34.14.206.197,8188
34.14.221.217:8188,34.14.221.217,8188
34.143.145.204:7000,34.143.145.204,7000
34.146.204.46:8080,34.146.204.46,8080
34.153.213.134:8188,34.153.213.134,8188
34.186.124.59:8158,34.186.124.59,8158
34.205.234.122,34.205.234.122,80
34.21.146.189:8080,34.21.146.189,8080
34.22.89.153:8188,34.22.89.153,8188
34.29.77.4:8188,34.29.77.4,8188
34.34.137.139:8188,34.34.137.139,8188
34.41.71.57:8188,34.41.71.57,8188
34.42.202.211:8188,34.42.202.211,8188
34.42.237.105,34.42.237.105,80
34.44.202.193:8188,34.44.202.193,8188
34.58.183.225:8188,34.58.183.225,8188
34.61.218.88:8188,34.61.218.88,8188
34.64.212.143:8188,34.64.212.143,8188
34.68.163.243:8188,34.68.163.243,8188
34.7.185.85:8188,34.7.185.85,8188
34.70.252.206:8188,34.70.252.206,8188
34.72.189.23:8188,34.72.189.23,8188
34.81.148.96:8080,34.81.148.96,8080
34.9.156.232:8188,34.9.156.232,8188
34.9.197.82:8188,34.9.197.82,8188
34.9.215.254:8188,34.9.215.254,8188
34.92.23.13:8188,34.92.23.13,8188
35.188.1.161:8188,35.188.1.161,8188
35.192.144.182:8188,35.192.144.182,8188
35.193.102.147:5001,35.193.102.147,5001
35.193.21.160:8188,35.193.21.160,8188
35.193.77.241:8188,35.193.77.241,8188
35.196.254.23:8188,35.196.254.23,8188
35.202.201.85:8188,35.202.201.85,8188
35.212.227.1:8188,35.212.227.1,8188
35.221.140.59:8188,35.221.140.59,8188
35.221.247.220:8188,35.221.247.220,8188
35.222.15.99:8080,35.222.15.99,8080
35.223.252.181:8188,35.223.252.181,8188
35.223.69.30:8188,35.223.69.30,8188
35.238.153.153:8188,35.238.153.153,8188
35.238.223.43:8188,35.238.223.43,8188
35.245.143.2:8188,35.245.143.2,8188
36.101.205.19:9001,36.101.205.19,9001
36.101.205.19:9002,36.101.205.19,9002
36.101.205.19:9003,36.101.205.19,9003
36.103.199.130:8188,36.103.199.130,8188
36.103.234.101:6006,36.103.234.101,6006
36.103.234.101:6007,36.103.234.101,6007
36.111.149.94:8188,36.111.149.94,8188
36.133.14.183:10003,36.133.14.183,10003
36.133.203.15:8188,36.133.203.15,8188
36.133.22.92:8188,36.133.22.92,8188
36.133.228.126:8188,36.133.228.126,8188
36.133.90.65:8188,36.133.90.65,8188
36.134.145.225:8188,36.134.145.225,8188
36.134.53.233:8188,36.134.53.233,8188
36.137.210.224:8480,36.137.210.224,8480
36.137.225.250:8188,36.137.225.250,8188
36.137.238.203:8188,36.137.238.203,8188
36.137.78.158:8188,36.137.78.158,8188
36.138.234.252:8188,36.138.234.252,8188
36.139.149.26:3000,36.139.149.26,3000
36.139.149.26:3001,36.139.149.26,3001
36.139.149.26:3002,36.139.149.26,3002
36.139.159.192:8188,36.139.159.192,8188
36.140.33.159:8188,36.140.33.159,8188
36.141.106.188:8188,36.141.106.188,8188
36.151.243.109:8188,36.151.243.109,8188
36.151.243.68:8188,36.151.243.68,8188
36.152.26.180:8188,36.152.26.180,8188
36.170.21.108:8090,36.170.21.108,8090
36.170.54.9:8188,36.170.54.9,8188
36.212.147.51:8001,36.212.147.51,8001
36.212.236.111:8188,36.212.236.111,8188
36.212.96.205:7000,36.212.96.205,7000
36.213.201.149:8188,36.213.201.149,8188
36.213.97.243:8010,36.213.97.243,8010
36.213.97.243:8018,36.213.97.243,8018
36.213.97.243:8020,36.213.97.243,8020
36.225.52.217:8888,36.225.52.217,8888
36.24.104.126:8188,36.24.104.126,8188
36.24.87.130:8188,36.24.87.130,8188
36.249.142.40:8188,36.249.142.40,8188
36.25.165.25:8081,36.25.165.25,8081
36.25.247.3,36.25.247.3,8195
36.25.247.3:8189,36.25.247.3,8189
36.25.247.3:8191,36.25.247.3,8191
36.25.247.3:8192,36.25.247.3,8192
36.25.247.3:8194,36.25.247.3,8194
36.33.24.177:8188,36.33.24.177,8188
36.73.151.89:8080,36.73.151.89,8080
36.78.74.68:8188,36.78.74.68,8188
36.80.243.5:2020,36.80.243.5,2020
36.80.246.36:2020,36.80.246.36,2020
37.102.72.215:8188,37.102.72.215,8188
37.14.80.126:8083,37.14.80.126,8083
37.27.48.177:8189,37.27.48.177,8189
37.46.135.124:8188,37.46.135.124,8188
38.127.229.53:8188,38.127.229.53,8188
38.127.229.53:8189,38.127.229.53,8189
38.133.117.13:8188,38.133.117.13,8188
38.224.144.159:8071,38.224.144.159,8071
38.23.53.98:8800,38.23.53.98,8800
38.242.201.169:8188,38.242.201.169,8188
38.242.221.155:8188,38.242.221.155,8188
38.247.184.100:8070,38.247.184.100,8070
38.247.184.230:8188,38.247.184.230,8188
38.247.186.120:8000,38.247.186.120,8000
38.247.187.234:8000,38.247.187.234,8000
38.247.187.234:8989,38.247.187.234,8989
38.247.188.252:8188,38.247.188.252,8188
38.247.189.109:8188,38.247.189.109,8188
38.247.189.242,38.247.189.242,8188
38.25.74.180:8188,38.25.74.180,8188
38.29.145.120:8188,38.29.145.120,8188
38.29.145.134:8188,38.29.145.134,8188
38.46.203.164:10000,38.46.203.164,10000
38.55.107.125:8188,38.55.107.125,8188
38.80.122.153:8188,38.80.122.153,8188
39.103.60.26:6060,39.103.60.26,6060
39.103.60.26:6061,39.103.60.26,6061
39.103.60.26:6080,39.103.60.26,6080
39.105.10.158,39.105.10.158,8188
39.105.182.145:8188,39.105.182.145,8188
39.106.95.74:8188,39.106.95.74,8188
39.107.95.159:8888,39.107.95.159,8888
39.108.48.158:8080,39.108.48.158,8080
39.108.78.79:8188,39.108.78.79,8188
39.109.86.102:9191,39.109.86.102,9191
39.110.214.152:8000,39.110.214.152,8000
39.117.62.195:8188,39.117.62.195,8188
39.121.151.36:8188,39.121.151.36,8188
39.121.192.231:8188,39.121.192.231,8188
39.124.32.158:8188,39.124.32.158,8188
39.124.6.44:8188,39.124.6.44,8188
39.155.179.4:8188,39.155.179.4,8188
39.170.70.88:10030,39.170.70.88,10030
39.184.194.149:8188,39.184.194.149,8188
39.96.217.25:8188,39.96.217.25,8188
39.96.221.47:6007,39.96.221.47,6007
39.96.221.47:6009,39.96.221.47,6009
39.97.238.88:81,39.97.238.88,81
39.97.238.88:83,39.97.238.88,83
4.236.157.23:8188,4.236.157.23,8188
4.248.185.152:8188,4.248.185.152,8188
40.233.27.147:8188,40.233.27.147,8188
40.67.170.41:8188,40.67.170.41,8188
41.250.195.241:8188,41.250.195.241,8188
42.119.197.64:8188,42.119.197.64,8188
42.157.194.214:8000,42.157.194.214,8000
42.157.194.214:8001,42.157.194.214,8001
42.157.194.214:8002,42.157.194.214,8002
42.157.194.214:8003,42.157.194.214,8003
42.157.194.214:8004,42.157.194.214,8004
42.157.194.214:8005,42.157.194.214,8005
42.157.194.214:8006,42.157.194.214,8006
42.157.194.214:8007,42.157.194.214,8007
42.192.188.251:8188,42.192.188.251,8188
42.192.207.251:8080,42.192.207.251,8080
42.200.73.79:8188,42.200.73.79,8188
42.48.52.141:8188,42.48.52.141,8188
42.48.52.225:8188,42.48.52.225,8188
42.81.223.68,42.81.223.68,8413
42.81.223.69,42.81.223.69,8598
43.100.91.34:8088,43.100.91.34,8088
43.119.32.180:8000,43.119.32.180,8000
43.130.27.102:8188,43.130.27.102,8188
43.133.163.82,43.133.163.82,80
43.133.210.161:8188,43.133.210.161,8188
43.133.43.205:8189,43.133.43.205,8189
43.133.70.57:8188,43.133.70.57,8188
43.133.9.180:8188,43.133.9.180,8188
43.134.222.132,43.134.222.132,8188
43.134.28.233:8188,43.134.28.233,8188
43.134.39.52:8188,43.134.39.52,8188
43.135.144.34:8188,43.135.144.34,8188
43.135.173.97:8080,43.135.173.97,8080
43.135.184.232:8188,43.135.184.232,8188
43.136.71.3:8188,43.136.71.3,8188
43.136.98.9:8188,43.136.98.9,8188
43.137.41.86:8080,43.137.41.86,8080
43.138.149.70:8188,43.138.149.70,8188
43.138.232.62:8188,43.138.232.62,8188
43.139.182.58:8188,43.139.182.58,8188
43.140.218.115:8188,43.140.218.115,8188
43.142.147.24:8000,43.142.147.24,8000
43.153.2.127:8188,43.153.2.127,8188
43.157.107.52:8188,43.157.107.52,8188
43.158.90.253:8188,43.158.90.253,8188
43.165.176.198:8888,43.165.176.198,8888
43.167.245.162:8181,43.167.245.162,8181
43.173.74.123:8188,43.173.74.123,8188
43.173.87.131:18080,43.173.87.131,18080
43.98.255.203,43.98.255.203,80
45.11.228.163:8188,45.11.228.163,8188
45.120.119.143:8188,45.120.119.143,8188
45.126.171.179:8188,45.126.171.179,8188
45.141.73.118:8188,45.141.73.118,8188
45.146.164.184:8188,45.146.164.184,8188
45.249.245.141:8188,45.249.245.141,8188
45.251.240.171:8188,45.251.240.171,8188
45.32.249.167:8188,45.32.249.167,8188
45.38.0.4:8887,45.38.0.4,8887
45.50.7.90:8188,45.50.7.90,8188
45.55.102.85:8189,45.55.102.85,8189
45.55.102.85:8190,45.55.102.85,8190
45.55.102.85:8191,45.55.102.85,8191
45.55.170.183:8188,45.55.170.183,8188
45.78.203.16:8188,45.78.203.16,8188
45.78.208.18:8188,45.78.208.18,8188
45.78.224.164:8188,45.78.224.164,8188
45.8.148.9:8188,45.8.148.9,8188
45.9.24.23:8188,45.9.24.23,8188
45.92.10.170:8188,45.92.10.170,8188
46.138.252.133:7777,46.138.252.133,7777
46.139.174.244:8188,46.139.174.244,8188
46.142.183.4:8000,46.142.183.4,8000
46.18.212.57:8188,46.18.212.57,8188
46.201.205.126:8000,46.201.205.126,8000
46.201.240.100:8188,46.201.240.100,8188
46.217.92.189:8188,46.217.92.189,8188
46.219.63.21:8188,46.219.63.21,8188
46.224.88.36:8188,46.224.88.36,8188
46.225.130.78,46.225.130.78,8188
46.225.233.219:8188,46.225.233.219,8188
46.225.241.162:9090,46.225.241.162,9090
46.238.231.92:8000,46.238.231.92,8000
46.250.235.196:8188,46.250.235.196,8188
46.36.220.42:8188,46.36.220.42,8188
46.4.187.172:8188,46.4.187.172,8188
46.4.57.97:8188,46.4.57.97,8188
46.4.82.190:8188,46.4.82.190,8188
46.98.11.87:8188,46.98.11.87,8188
47.100.244.74:8188,47.100.244.74,8188
47.101.147.0:8188,47.101.147.0,8188
47.101.37.174:8886,47.101.37.174,8886
47.102.125.110:8000,47.102.125.110,8000
47.102.216.251:8080,47.102.216.251,8080
47.106.120.21:6688,47.106.120.21,6688
47.106.162.84:8188,47.106.162.84,8188
47.106.239.157:8188,47.106.239.157,8188
47.106.32.254:8188,47.106.32.254,8188
47.106.38.167:8187,47.106.38.167,8187
47.107.155.180:10001,47.107.155.180,10001
47.107.58.46:5555,47.107.58.46,5555
47.107.70.67:8080,47.107.70.67,8080
47.108.156.108:8188,47.108.156.108,8188
47.108.89.164:8001,47.108.89.164,8001
47.109.129.164:8188,47.109.129.164,8188
47.110.241.185:8188,47.110.241.185,8188
47.110.248.135:8188,47.110.248.135,8188
47.110.47.45:8188,47.110.47.45,8188
47.111.128.160:8188,47.111.128.160,8188
47.111.24.114:8080,47.111.24.114,8080
47.111.69.242:8188,47.111.69.242,8188
47.112.176.174:88,47.112.176.174,88
47.112.29.121:8189,47.112.29.121,8189
47.116.191.218:8188,47.116.191.218,8188
47.116.194.87:8188,47.116.194.87,8188
47.116.57.52:8188,47.116.57.52,8188
47.12.123.192:8081,47.12.123.192,8081
47.12.123.192:8188,47.12.123.192,8188
47.12.123.192:8199,47.12.123.192,8199
47.120.5.12:8188,47.120.5.12,8188
47.120.66.155:6008,47.120.66.155,6008
47.122.119.75:55555,47.122.119.75,55555
47.134.156.219:8188,47.134.156.219,8188
47.157.160.51:8188,47.157.160.51,8188
47.239.252.9:8188,47.239.252.9,8188
47.242.241.121:8188,47.242.241.121,8188
47.243.172.147:8188,47.243.172.147,8188
47.250.116.17:8188,47.250.116.17,8188
47.250.150.69:8188,47.250.150.69,8188
47.250.192.115:8188,47.250.192.115,8188
47.252.37.178:8188,47.252.37.178,8188
47.253.135.220:8188,47.253.135.220,8188
47.253.33.19:8188,47.253.33.19,8188
47.55.190.68:8188,47.55.190.68,8188
47.76.120.57:8188,47.76.120.57,8188
47.76.236.19,47.76.236.19,80
47.76.43.16,47.76.43.16,8800
47.82.242.42:8188,47.82.242.42,8188
47.83.161.204:8188,47.83.161.204,8188
47.83.192.121:8188,47.83.192.121,8188
47.85.110.140:8188,47.85.110.140,8188
47.85.96.252:8188,47.85.96.252,8188
47.93.250.22:20002,47.93.250.22,20002
47.93.250.22:20005,47.93.250.22,20005
47.94.252.206:8188,47.94.252.206,8188
47.95.2.208,47.95.2.208,8188
47.96.152.245:8188,47.96.152.245,8188
47.96.165.206:8188,47.96.165.206,8188
47.97.97.198:8188,47.97.97.198,8188
47.98.17.164:8187,47.98.17.164,8187
47.98.194.143:8001,47.98.194.143,8001
47.98.194.143:8002,47.98.194.143,8002
47.98.239.108:8188,47.98.239.108,8188
47.99.134.97:8188,47.99.134.97,8188
47.99.43.232:8080,47.99.43.232,8080
48.217.87.68:8188,48.217.87.68,8188
49.0.207.136:8188,49.0.207.136,8188
49.112.47.133:8888,49.112.47.133,8888
49.113.76.104:8188,49.113.76.104,8188
49.13.101.175:8188,49.13.101.175,8188
49.13.101.223:8188,49.13.101.223,8188
49.13.102.172:8188,49.13.102.172,8188
49.13.16.28:8188,49.13.16.28,8188
49.165.154.164:8188,49.165.154.164,8188
49.171.93.146:8188,49.171.93.146,8188
49.172.7.142:8188,49.172.7.142,8188
49.232.216.225:8188,49.232.216.225,8188
49.232.224.93:8188,49.232.224.93,8188
49.232.60.180:9090,49.232.60.180,9090
49.233.159.64:11434,49.233.159.64,11434
49.233.213.26,49.233.213.26,80
49.233.34.148:8188,49.233.34.148,8188
49.234.198.82:8188,49.234.198.82,8188
49.234.47.145:8188,49.234.47.145,8188
49.235.186.49:8190,49.235.186.49,8190
49.64.61.237:8188,49.64.61.237,8188
49.77.59.232:18000,49.77.59.232,18000
5.15.77.201:8188,5.15.77.201,8188
5.180.174.122:8188,5.180.174.122,8188
5.189.144.171:8188,5.189.144.171,8188
5.61.43.140:8000,5.61.43.140,8000
5.78.123.55:8188,5.78.123.55,8188
5.78.192.23:8188,5.78.192.23,8188
5.78.44.176:8188,5.78.44.176,8188
5.78.73.122:8189,5.78.73.122,8189
5.78.73.122:8190,5.78.73.122,8190
5.9.142.169:8188,5.9.142.169,8188
5.9.147.133:8188,5.9.147.133,8188
5.9.24.54:8088,5.9.24.54,8088
5.9.83.240:8188,5.9.83.240,8188
50.117.123.237:9001,50.117.123.237,9001
50.123.65.172:8888,50.123.65.172,8888
50.35.34.14:9000,50.35.34.14,9000
50.46.140.85:8188,50.46.140.85,8188
50.53.85.44:8188,50.53.85.44,8188
51.159.154.162:8188,51.159.154.162,8188
51.159.161.242:8188,51.159.161.242,8188
51.159.176.237:8188,51.159.176.237,8188
51.159.85.172:8188,51.159.85.172,8188
51.250.105.179:8188,51.250.105.179,8188
51.255.80.105:8888,51.255.80.105,8888
51.38.223.30:8188,51.38.223.30,8188
51.75.202.31:8188,51.75.202.31,8188
51.91.125.49:8181,51.91.125.49,8181
51.91.160.248:8188,51.91.160.248,8188
52.249.222.221:8188,52.249.222.221,8188
52.38.104.65,52.38.104.65,80
54.36.122.3:8188,54.36.122.3,8188
55555.uicp.vip:8188,183.241.138.179,8188
58.124.59.41:8188,58.124.59.41,8188
58.152.42.114:8056,58.152.42.114,8056
58.17.251.247:8188,58.17.251.247,8188
58.190.112.244:8188,58.190.112.244,8188
58.213.47.227:8188,58.213.47.227,8188
58.229.134.64:8188,58.229.134.64,8188
58.240.140.157:8000,58.240.140.157,8000
58.241.94.128:18000,58.241.94.128,18000
58.246.181.130:8188,58.246.181.130,8188
58.247.144.27:8188,58.247.144.27,8188
58.33.163.154:58000,58.33.163.154,58000
58.33.6.220:8188,58.33.6.220,8188
58.35.66.243:8188,58.35.66.243,8188
58.35.83.49:8000,58.35.83.49,8000
58.46.202.42:8888,58.46.202.42,8888
58.48.134.66:8188,58.48.134.66,8188
58.48.134.66:8190,58.48.134.66,8190
58.49.57.208:8188,58.49.57.208,8188
59.10.48.143:8188,59.10.48.143,8188
59.110.66.181:8187,59.110.66.181,8187
59.110.66.181:8188,59.110.66.181,8188
59.110.66.181:8189,59.110.66.181,8189
59.110.8.225:8188,59.110.8.225,8188
59.12.93.4:8188,59.12.93.4,8188
59.126.118.113:8188,59.126.118.113,8188
59.13.220.165:8188,59.13.220.165,8188
59.159.175.94:8188,59.159.175.94,8188
59.173.123.70:8188,59.173.123.70,8188
59.174.119.103:8188,59.174.119.103,8188
59.24.158.114:8188,59.24.158.114,8188
59.32.95.244:6001,59.32.95.244,6001
59.38.45.224:8188,59.38.45.224,8188
59.39.252.236:9000,59.39.252.236,9000
59.41.68.221:8188,59.41.68.221,8188
59.56.243.146,59.56.243.146,8185
59.56.243.146:8187,59.56.243.146,8187
59.61.214.38:8001,59.61.214.38,8001
59.86.222.60:8188,59.86.222.60,8188
60.12.103.241:8291,60.12.103.241,8291
60.12.98.11,60.12.98.11,8800
60.13.232.230:8002,60.13.232.230,8002
60.13.232.230:8007,60.13.232.230,8007
60.168.134.6:8199,60.168.134.6,8199
60.188.108.56:18081,60.188.108.56,18081
60.191.113.50:8188,60.191.113.50,8188
60.208.63.186:8188,60.208.63.186,8188
60.246.227.243:8000,60.246.227.243,8000
60.26.160.148:8188,60.26.160.148,8188
60.26.161.106:8188,60.26.161.106,8188
60.28.108.179:8099,60.28.108.179,8099
61.136.143.142:8188,61.136.143.142,8188
61.139.166.62:8188,61.139.166.62,8188
61.144.38.210:8001,61.144.38.210,8001
61.144.38.210:8002,61.144.38.210,8002
61.145.191.42:8000,61.145.191.42,8000
61.149.4.139:8188,61.149.4.139,8188
61.154.106.2:8188,61.154.106.2,8188
61.157.65.181:8188,61.157.65.181,8188
61.160.79.106:8188,61.160.79.106,8188
61.161.247.51:8188,61.161.247.51,8188
61.177.130.13:8188,61.177.130.13,8188
61.206.112.10:8199,61.206.112.10,8199
61.218.63.99:8188,61.218.63.99,8188
61.219.246.169:8188,61.219.246.169,8188
61.223.120.103:8000,61.223.120.103,8000
61.223.86.47:8000,61.223.86.47,8000
61.223.92.109:8000,61.223.92.109,8000
61.223.95.238:8000,61.223.95.238,8000
61.34.5.226:32769,61.34.5.226,32769
61.48.133.26:8188,61.48.133.26,8188
61.6.128.21:8188,61.6.128.21,8188
61.74.164.235:8188,61.74.164.235,8188
61.74.221.42:8188,61.74.221.42,8188
61.78.62.199:8188,61.78.62.199,8188
61.99.87.155:8188,61.99.87.155,8188
62.140.233.48:8188,62.140.233.48,8188
62.146.233.100:8188,62.146.233.100,8188
62.171.134.23:8188,62.171.134.23,8188
62.195.30.144:8188,62.195.30.144,8188
62.245.103.66:8188,62.245.103.66,8188
62.31.5.251:8188,62.31.5.251,8188
63.141.227.170:8300,63.141.227.170,8300
63.141.227.171:8300,63.141.227.171,8300
64.247.196.106:8188,64.247.196.106,8188
64.247.196.115:8188,64.247.196.115,8188
64.247.196.116:8188,64.247.196.116,8188
64.247.196.165:8188,64.247.196.165,8188
64.247.196.24:8188,64.247.196.24,8188
64.247.196.79:8188,64.247.196.79,8188
64.247.196.96:8188,64.247.196.96,8188
64.247.206.197:8188,64.247.206.197,8188
64.43.134.185:8182,64.43.134.185,8182
64.44.166.185:8188,64.44.166.185,8188
64.44.171.215:8188,64.44.171.215,8188
64.52.191.140:8000,64.52.191.140,8000
65.108.32.169:8188,65.108.32.169,8188
65.109.75.8:9000,65.109.75.8,9000
65.185.85.188,65.185.85.188,8188
66.116.225.136:8188,66.116.225.136,8188
